title,isbn,writer,publisher,Pub_date,re_price,sa_price,genre
질병 해방,9791193528129.0,"피터 아티아.빌 기퍼드 지음, 이한음 옮김",부키,20240430.0,"28,000","25,200",인문학
철학은 날씨를 바꾼다,9788934971351.0,서동욱 지음,김영사,20240112.0,"18,800","16,920",인문학
원피스 109,9791172884925.0,오다 에이치로 지음,대원씨아이(만화),20241030.0,"6,000","5,400",만화
용선생 교과서 세계사 1,9791162733189.0,"사회평론 역사연구소 지음, 뭉선생 그림, 전국초등사회교과모임 감수, 이우일 캐릭터",사회평론,20231218.0,"16,000","14,400",어린이
인생은 순간이다,9791130648385.0,김성근 지음,다산북스,20231201.0,"18,000","16,200",에세이
컨셉 수업,9788925575438.0,"호소다 다카히로 지음, 지소연.권희주 옮김",알에이치코리아(RHK),20240124.0,"22,000","19,800",경제경영
물질의 세계,9791168341746.0,"에드 콘웨이 지음, 이종인 옮김",인플루엔셜(주),20240308.0,"29,800","26,820",인문학
지적 대화를 위한 넓고 얕은 지식 무한,9791192097978.0,채사장 지음,웨일북,20241224.0,"19,000","17,100",인문학
생각의 연금술,9791193506844.0,"제임스 알렌 지음, 하와이 대저택 엮음, 송은선.함희영 옮김",포레스트북스,20240925.0,"19,800","17,820",자기계발
시한부,9791193647646.0,백은별 지음,바른북스,20240123.0,"16,800","15,120",청소년
"푸바오, 언제나 사랑해",9791171253128.0,"강철원(에버랜드 동물원) 지음, 류정훈(에버랜드 커뮤니케이션 그룹) 사진",시공주니어,20240125.0,"23,000","20,700",에세이
인생의 의미,9791140710690.0,"토마스 힐란드 에릭센 지음, 이영래 옮김",더퀘스트,20240904.0,"18,800","16,920",인문학
신화의 숲,9791193506448.0,김헌 지음,포레스트북스,20240520.0,"18,000","16,200",청소년
철학의 쓸모,9791193866146.0,"로랑스 드빌레르 지음, 박효은 옮김",FIKA(피카),20240820.0,"18,800","16,920",인문학
제철 행복,9791168341890.0,김신지 지음,인플루엔셜(주),20240425.0,"17,800","16,020",에세이
어떻게 살 것인가,9791198564139.0,이광수 지음,이든하우스,20240502.0,"17,000","15,300",경제경영
괴수 8호 side B 1,9791136789891.0,"히다노 켄타로 지음, 유유리 옮김, 마츠모토 나오야 외 원작",서울미디어코믹스(서울문화사),20240725.0,"6,000","5,400",만화
일의 감각,9791193383193.0,조수용 지음,B Media Company,20241110.0,"22,000","19,800",자기계발
고양이 해결사 깜냥 7,9788936448752.0,"홍민정 지음, 김재희 그림",창비,20240927.0,"14,000","12,600",어린이
빨간내복야코 맞춤법 절대 안 틀리는 책 1,9791171711451.0,"오차(이영아) 그림, 박종은 글, 샌드박스 네트워크 감수, 빨간내복야코 원작",위즈덤하우스,20240221.0,"14,000","12,600",어린이
나는 배당투자로 매일 스타벅스 커피를 공짜로 마신다,9791171171989.0,송민섭(수페TV) 지음,21세기북스,20231206.0,"24,000","21,600",경제경영
아주 작은 대화의 기술,9791139716795.0,"레일 라운즈 지음, 정지현 옮김",현대지성,20240524.0,"19,900","17,910",자기계발
해독 혁명,9788901285146.0,닥터 라이블리(최지영) 지음,웅진지식하우스,20240630.0,"18,500","16,650",건강/취미
수레바퀴 아래서 (오리지널 초판본 표지디자인),9791187011606.0,"헤르만 헤세 지음, 박지희 옮김, 김선형 해설",코너스톤,20170101.0,"3,200","2,880",소설/시/희곡
숙론,9788934950196.0,최재천 지음,김영사,20240510.0,"18,000","16,200",인문학
삐뽀삐뽀 119 소아과 (개정13판),9791195795505.0,하정훈 지음,유니책방,20240105.0,"29,800","26,820",좋은부모
어두울 때에야 보이는 것들이 있습니다,9791130657462.0,"슈테판 츠바이크 지음, 배명자 옮김",다산초당,20241108.0,"16,800","15,120",인문학
말하지 않으면 인생은 바뀌지 않는다,9791193904046.0,"샘 혼 지음, 서은경 옮김",서삼독,20240516.0,"20,000","18,000",자기계발
비트코인 슈퍼 사이클,9791198252487.0,신민철(처리형) 지음,(주)거인의정원,20240125.0,"25,000","22,500",경제경영
감정 호텔,9791158364519.0,"리디아 브란코비치 지음, 장미란 옮김",책읽는곰,20240223.0,"15,000","13,500",유아
메리골드 마음 사진관,9791198530325.0,윤정은 지음,북로망스,20240112.0,"17,000","15,300",소설/시/희곡
빛이 이끄는 곳으로,9791193937198.0,백희성 지음,북로망스,20240821.0,"18,800","16,920",소설/시/희곡
율의 시선 (반양장),9788936457259.0,김민서 지음,창비,20240426.0,"13,000","11,700",청소년
침묵을 배우는 시간,9791198752444.0,"코르넬리아 토프 지음, 장혜경 옮김",서교책방,20240724.0,"18,500","16,650",자기계발
28시간에 끝내는 토익스피킹 스타트,9791186858387.0,황인기.시원스쿨 어학연구소 지음,시원스쿨LAB,20250325.0,"17,900","16,110",외국어
츠츠츠츠,9791169812085.0,이지은 지음,사계절,20240702.0,"16,800","15,120",유아
깨진 틈이 있어야 그 사이로 빛이 들어온다,9791169850681.0,"프리드리히 니체 지음, 김신종 옮김",페이지2(page2),20240311.0,"18,800","16,920",인문학
동사 X 전치사 도감,9791140709960.0,권은희 지음,길벗이지톡,20240811.0,"19,800","17,820",외국어
1984 (오리지널 초판본 표지 디자인),9791190669238.0,"조지 오웰 지음, 박유진 옮김, 박경서",코너스톤,20200630.0,"4,300","3,870",소설/시/희곡
가난한 찰리의 연감,9788934911388.0,"찰리 멍거 지음, 피터 코프먼 엮음, 김태훈 옮김",김영사,20241108.0,"33,000","29,700",경제경영
용선생 교과서 세계사 2,9791162733196.0,"사회평론 역사연구소 지음, 뭉선생 그림, 전국초등사회교과모임 감수, 이우일 캐릭터",사회평론,20231218.0,"16,000","14,400",어린이
유전자 지배 사회,9788962622706.0,최정균 지음,동아시아,20240430.0,"17,500","15,750",인문학
모우어,9791141601447.0,천선란 지음,문학동네,20241115.0,"17,000","15,300",소설/시/희곡
진짜 나를 찾아라,9788946422728.0,법정 지음,샘터사,20240430.0,"18,000","16,200",에세이
영어로 문장 만들기 훈련 1차 임계점,9791171010875.0,유은하 지음,사람in,20240715.0,"22,000","19,800",외국어
우리는 사랑 안에 살고 있다,9791171179077.0,유혜주.조정연 지음,21세기북스,20241127.0,"19,800","17,820",에세이
김미경의 딥마인드,9791198013088.0,김미경 지음,어웨이크북스,20241114.0,"18,000","16,200",자기계발
"죽음이 물었다, 어떻게 살 거냐고",9791193506219.0,"한스 할터 지음, 한윤진 옮김",포레스트북스,20231225.0,"17,800","16,020",인문학
에디토리얼 씽킹,9791198340924.0,최혜진 지음,터틀넥프레스,20231222.0,"20,000","18,000",예술/대중문화
어떻게 극단적 소수가 다수를 지배하는가,9791167741509.0,"스티븐 레비츠키.대니얼 지블랫 지음, 박세연 옮김",어크로스,20240521.0,"22,000","19,800",사회과학
녹나무의 여신,9791138483049.0,"히가시노 게이고 지음, 양윤옥 옮김",㈜소미미디어,20240523.0,"18,800","16,920",소설/시/희곡
모든 것은 기본에서 시작한다,9791190382502.0,손웅정 지음,수오서재,20211015.0,"16,000","14,400",에세이
"다시, 역사의 쓸모",9791193401217.0,최태성 지음,프런트페이지,20240729.0,"18,000","16,200",역사
전지적 루이&후이 시점 (양장본),9791171712373.0,"송영관 지음, 송영관.류정훈 사진",위즈덤하우스,20240731.0,"25,000","22,500",에세이
흔한남매 과학 탐험대 10 : 생태계,9788934905851.0,"흔한남매 원작, 김언정 외 글, 이태영 외 그림, 정현철 외 기획, 최진수 감수",주니어김영사,20240522.0,"14,800","13,320",어린이
일생에 한번은 헌법을 읽어라,9791139717013.0,이효원 지음,현대지성,20240805.0,"18,500","16,650",인문학
내일의 으뜸,9791165653330.0,김빵 지음,다향,20200717.0,"13,000","11,700",소설/시/희곡
린치핀,9791193262290.0,"세스 고딘 지음, 윤영삼 옮김",필름(Feelm),20241113.0,"23,800","21,420",자기계발
흔한남매 15,9791168417199.0,"흔한남매 지음, 유난희 그림, 백난도 글, 흔한컴퍼니 감수",미래엔아이세움,20231214.0,"14,500","13,050",어린이
사람을 안다는 것,9788901280776.0,"데이비드 브룩스 지음, 이경식 옮김",웅진지식하우스,20240401.0,"20,000","18,000",인문학
팬텀 버스터즈 1,9791138430623.0,"네오쇼코 지음, 김지혜 옮김",㈜소미미디어,20241113.0,"6,000","5,400",만화
파과 (리커버),9791162203620.0,구병모 지음,위즈덤하우스,20180416.0,"15,800","14,220",소설/시/희곡
제정신이라는 착각,9788934950998.0,"필리프 슈테르처 지음, 유영미 옮김",김영사,20230925.0,"18,800","16,920",인문학
비 그친 오후의 헌책방,9791130653891.0,"야기사와 사토시 지음, 서혜영 옮김",다산책방,20240805.0,"17,500","15,750",소설/시/희곡
해커스 JLPT N3 (일본어능력시험) 한권합격,9788965424420.0,해커스 JLPT 연구소 지음,해커스어학연구소(Hackers),20250124.0,"27,000","24,300",외국어
귀신들의 땅,9788937454820.0,"천쓰홍 지음, 김태성 옮김",민음사,20231229.0,"18,000","16,200",소설/시/희곡
대화의 힘,9788901285108.0,"찰스 두히그 지음, 조은영 옮김",갤리온,20240625.0,"19,000","17,100",자기계발
행복의 기원,9791171175864.0,서은국 지음,21세기북스,20240522.0,"22,000","19,800",인문학
극락가 1,9791142302541.0,사노 유토 지음,대원씨아이(만화),20231129.0,"6,500","5,850",만화
왕구리네 떡집,9788949162607.0,"김리리 지음, 김이랑 그림",비룡소,20240612.0,"13,000","11,700",어린이
아이가 없는 집,9791193262184.0,"알렉스 안도릴 지음, 유혜인 옮김",필름(Feelm),20240612.0,"18,000","16,200",소설/시/희곡
행동하지 않으면 인생은 바뀌지 않는다,9791139716146.0,"브라이언 트레이시 지음, 정지현 옮김",현대지성,20241119.0,"16,900","15,210",자기계발
마녀와의 7일,9791167902573.0,"히가시노 게이고 지음, 양윤옥 옮김",현대문학,20240625.0,"18,800","16,920",소설/시/희곡
우연은 비켜 가지 않는다,9791130655925.0,"줄리언 반스 지음, 정영목 옮김",다산책방,20240902.0,"17,500","15,750",소설/시/희곡
나는 세계와 맞지 않지만,9788960908949.0,진은영 지음,마음산책,20240915.0,"16,800","15,120",에세이
이 지랄맞음이 쌓여 축제가 되겠지,9791158161767.0,조승리 지음,달,20240329.0,"16,800","15,120",에세이
1일 1페이지 영어 어원 365,9791139716122.0,김동섭 지음,현대지성,20231025.0,"19,900","17,910",인문학
모모,9788949139999.0,"미하엘 엔데 지음, 한미희 옮김",비룡소,20240329.0,"22,000","19,800",어린이
이동 평균선 투자법,9791193394342.0,"고지로 강사 지음, 김정환 옮김",이레미디어,20240503.0,"17,000","15,300",경제경영
읽으면서 바로 써먹는 어린이 세계 여행,9791158682798.0,한날 지음,파란정원,20240105.0,"13,000","11,700",어린이
변방에서 중심으로,9788934935759.0,"문재인 지음, 최종건 대담",김영사,20240518.0,"33,000","29,700",사회과학
읽으면서 바로 써먹는 어린이 감정 표현,9791158682842.0,한날 지음,파란정원,20240505.0,"13,000","11,700",어린이
김미경의 마흔 수업,9791198013026.0,김미경 지음,어웨이크북스,20230215.0,"18,000","16,200",자기계발
원씽 The One Thing (리커버 특별판),9788997575169.0,"게리 켈러 & 제이 파파산 지음, 구세희 옮김",비즈니스북스,20130820.0,"14,000","12,600",자기계발
BEYOND THE STORY 비욘드 더 스토리,9791198320902.0,강명석.방탄소년단 (BTS) 지음,빅히트뮤직,20230709.0,"35,000","31,500",예술/대중문화
디케의 눈물,9791130645469.0,조국 지음,다산북스,20230830.0,"18,800","16,920",사회과학
스즈메의 문단속,9791169791977.0,"신카이 마코토 지음, 민경욱 옮김",대원씨아이(단행본),20230113.0,"13,000","11,700",소설/시/희곡
당신도 느리게 나이 들 수 있습니다,9791140702589.0,정희원 지음,더퀘스트,20230117.0,"17,800","16,020",인문학
사이토 히토리의 1퍼센트 부자의 법칙,9791197389450.0,"사이토 히토리 지음, 김진아 옮김",나비스쿨,20230130.0,"17,000","15,300",자기계발
장하준의 경제학 레시피,9788960519794.0,"장하준 지음, 김희정 옮김",부키,20230330.0,"18,000","16,200",경제경영
당신의 인생이 왜 힘들지 않아야 한다고 생각하십니까,9791192625553.0,"아르투어 쇼펜하우어 지음, 김욱 옮김",포레스트북스,20230612.0,"17,500","15,750",인문학
만일 내가 인생을 다시 산다면,9791190538510.0,김혜남 지음,메이븐,20221111.0,"17,200","15,480",인문학
2023 제14회 젊은작가상 수상작품집,9788954691741.0,이미상 외 지음,문학동네,20230405.0,"14,000","12,600",소설/시/희곡
건강과 다이어트를 동시에 잡는 7대 3의 법칙 채소·과일식,9791158773120.0,조승우 지음,바이북스,20221020.0,"19,000","17,100",건강/취미
K 배터리 레볼루션,9791191521221.0,박순혁 지음,지와인,20230220.0,"19,000","17,100",경제경영
생에 감사해,9791190382915.0,김혜자 지음,수오서재,20221222.0,"17,000","15,300",에세이
참을 수 없는 존재의 가벼움,9788937437564.0,"밀란 쿤데라 지음, 이재룡 옮김",민음사,20180620.0,"17,000","15,300",소설/시/희곡
더 마인드,9788901276571.0,하와이 대저택 지음,웅진지식하우스,20231120.0,"19,800","17,820",자기계발
아메리칸 프로메테우스 (특별판),9791192908236.0,"카이 버드.마틴 셔윈 지음, 최형섭 옮김",사이언스북스,20230612.0,"25,000","22,500",과학
슬램덩크 그로부터 10일 후 (SLAM DUNK 10 DAYS AFTER),9788925218809.0,이노우에 다케히코 그림,대원씨아이(만화),20071115.0,"15,000","13,500",만화
흔한남매 13,9791168415232.0,"흔한남매 지음, 유난희 그림, 백난도 글, 흔한컴퍼니 감수",미래엔아이세움,20230425.0,"14,500","13,050",어린이
꿀벌의 예언 1,9788932923413.0,"베르나르 베르베르 지음, 전미연 옮김",열린책들,20230620.0,"16,800","15,120",소설/시/희곡
미스터 프레지던트,9791157062805.0,탁현민 지음,메디치미디어,20230118.0,"22,000","19,800",사회과학
이토록 평범한 미래,9788954680004.0,김연수 지음,문학동네,20221007.0,"14,000","12,600",소설/시/희곡
무조건 합격하는 암기의 기술,9791140702725.0,이윤규 지음,더퀘스트,20230111.0,"18,800","16,920",자기계발
스카이 버스,9791130696393.0,분당강쌤 지음,다산에듀,20230103.0,"18,000","16,200",좋은부모
기적의 자세요정,9791130646664.0,자세요정 지음,다산라이프,20231012.0,"22,000","19,800",건강/취미
"그대들, 어떻게 살 것인가",9788963720654.0,"요시노 겐자부로 지음, 김욱 옮김",양철북,20120615.0,"15,000","13,500",청소년
아기 판다 푸바오,9791165796396.0,"에버랜드 동물원 지음, 강철원(에버랜드 동물원) 글, 류정훈(에버랜드 커뮤니케이션 그룹) ",시공주니어,20210720.0,"18,000","16,200",에세이
부자의 그릇,9791130633619.0,"이즈미 마사토 지음, 김윤수 옮김",다산북스,20201214.0,"15,000","13,500",경제경영
유연함의 힘,9791192389073.0,"수잔 애쉬포드 지음, 김정혜 옮김",상상스퀘어,20230510.0,"22,000","19,800",자기계발
각각의 계절,9788954692526.0,권여선 지음,문학동네,20230507.0,"15,000","13,500",소설/시/희곡
꿀벌의 예언 2,9788932923420.0,"베르나르 베르베르 지음, 전미연 옮김",열린책들,20230620.0,"16,800","15,120",소설/시/희곡
우리는 모두 죽는다는 것을 기억하라,9791158511586.0,"웨인 W. 다이어 지음, 정지현 옮김",토네이도,20191118.0,"17,000","15,300",자기계발
흔한남매 14,9791168416369.0,"흔한남매 지음, 유난희 그림, 백난도 글, 흔한컴퍼니 감수",미래엔아이세움,20230921.0,"14,500","13,050",어린이
나는 앞으로 몇 번의 보름달을 볼 수 있을까,9791168126541.0,"류이치 사카모토 (Ryuichi Sakamoto) 저자, 황국영 역자",위즈덤하우스,20230628.0,"20,000","18,000",에세이
"푸바오, 매일매일 행복해",9791171251704.0,"강철원(에버랜드 동물원) 지음, 류정훈(에버랜드 커뮤니케이션 그룹) 사진",시공주니어,20230920.0,"20,000","18,000",에세이
원피스 105,9791170620228.0,오다 에이치로 지음,대원씨아이(만화),20230530.0,"5,500","4,950",만화
슈퍼노멀,9788901274379.0,주언규 지음,웅진지식하우스,20230830.0,"19,500","17,550",자기계발
전지적 푸바오 시점,9791171710102.0,"송영관 지음, 송영관.류정훈 사진",위즈덤하우스,20231115.0,"22,000","19,800",에세이
내가 가진 것을 세상이 원하게 하라,9791167140609.0,최인아 지음,해냄,20230419.0,"17,500","15,750",자기계발
주식 시세의 비밀,9791197871269.0,정재호 지음,프런트페이지,20230220.0,"22,000","19,800",경제경영
태양 왕 수바: 수박의 전설,9788901271323.0,이지은 지음,웅진주니어,20230515.0,"16,800","15,120",유아
흔한남매 과학 탐험대 7 : 생물 1,9788934944546.0,"김덕영 그림, 김언정 외 글, 권경아 감수, 김희목 외 기획, 흔한남매 원작",주니어김영사,20230315.0,"14,800","13,320",어린이
"살 때, 팔 때, 벌 때",9788950960667.0,강영현 지음,21세기북스,20230302.0,"22,000","19,800",경제경영
마음의 지혜,9791192625508.0,김경일 지음,포레스트북스,20230517.0,"18,800","16,920",인문학
눈에 갇힌 외딴 산장에서,9791192483191.0,"히가시노 게이고 지음, 김난주 옮김",재인,20230718.0,"18,800","16,920",소설/시/희곡
유창한 영어회화를 꼭 원하는 분 1,9791192771922.0,강성구 지음,아델북스,20230630.0,"25,000","22,500",외국어
조셉 머피 잠재의식의 힘,9791130642116.0,"조셉 머피 지음, 조율리 옮김",다산북스,20230222.0,"19,000","17,100",자기계발
최적의 공부 뇌,9791192625577.0,"이케가야 유지 지음, 하현성 옮김",포레스트북스,20230628.0,"16,800","15,120",청소년
몰입 확장판,9788925575025.0,황농문 지음,알에이치코리아(RHK),20240501.0,"25,000","22,500",자기계발
트렌드 코리아 2023,9788959897094.0,김난도 외 지음,미래의창,20221005.0,"19,000","17,100",경제경영
황금종이 1,9791167140722.0,조정래 지음,해냄,20231121.0,"18,500","16,650",소설/시/희곡
설민석의 한국사 대모험 24,9791198179913.0,"설민석.스토리박스 지음, 정현희 그림, 강석화 감수",단꿈아이,20230227.0,"13,000","11,700",어린이
해커스 토익 실전 1000제 1 RC Reading(리딩) 문제집,9788965425052.0,해커스어학연구소 지음,해커스어학연구소(Hackers),20240812.0,"11,900","10,710",외국어
조국의 법고전 산책,9788997780518.0,조국 지음,오마이북,20221109.0,"22,000","19,800",인문학
박태웅의 AI 강의,9791157846764.0,박태웅 지음,한빛비즈,20230620.0,"16,700","15,030",경제경영
인스타 브레인,9791157686179.0,"안데르스 한센 지음, 김아영 옮김",동양북스(동양문고),20200515.0,"15,000","13,500",인문학
손실 없는 투자원칙,9791198207777.0,남석관 지음,모루,20231030.0,"20,000","18,000",경제경영
역행자 확장판 (50만 부 기념 유니버스 에디션),9788901272580.0,자청 지음,웅진지식하우스,20231023.0,"19,500","17,550",자기계발
이상한 과자 가게 전천당 17,9791164065097.0,"히로시마 레이코 지음, 쟈쟈 그림, 김정화 옮김",길벗스쿨,20230320.0,"13,000","11,700",어린이
네 인생 우습지 않다,9788950920043.0,전한길 지음,21세기북스,20230612.0,"18,000","16,200",자기계발
나는 메트로폴리탄 미술관의 경비원입니다,9788901276533.0,"패트릭 브링리 지음, 김희정.조현주 옮김",웅진지식하우스,20231124.0,"17,500","15,750",에세이
가짜 노동,9788954448413.0,"데니스 뇌르마르크.아네르스 포그 옌센 지음, 이수영 옮김",자음과모음,20220808.0,"16,800","15,120",인문학
하하 자매 떡집,9788949162539.0,"김리리 지음, 김이랑 그림",비룡소,20230522.0,"13,000","11,700",어린이
챗GPT : 마침내 찾아온 특이점,9791192932057.0,반병현 지음,생능북스,20230215.0,"13,000","11,700",경제경영
해커스 토익 스타트 RC Reading (리딩) 입문서,9788965423379.0,David Cho 지음,해커스어학연구소(Hackers),20250407.0,"14,900","13,410",외국어
하얼빈,9788954699914.0,김훈 지음,문학동네,20220803.0,"16,000","14,400",소설/시/희곡
황금종이 2,9791167140739.0,조정래 지음,해냄,20231121.0,"18,500","16,650",소설/시/희곡
정세현의 통찰,9791156754039.0,정세현 지음,푸른숲,20230216.0,"19,000","17,100",사회과학
156층 나무 집,9791169256056.0,"앤디 그리피스 지음, 테리 덴톤 그림",시공주니어,20230330.0,"14,000","12,600",어린이
오늘의 일인분 일식,9791188601233.0,"베터홈 협회 지음, 이진숙 옮김",참돌,20190617.0,"4,300","3,870",요리/살림
최애의 아이 3,9791169796606.0,"아카사카 아카 지음, 요코야리 멘고 그림",대원씨아이(만화),20210707.0,"6,000","5,400",만화
흔한남매 과학 탐험대 8 : 생물 2,9788934979814.0,"김덕영 그림, 김언정 외 글, 권경아 감수, 김희목 외 기획, 흔한남매 원작",주니어김영사,20230707.0,"14,800","13,320",어린이
고통의 비밀,9791192389059.0,"몬티 라이먼 지음, 박선영 옮김",상상스퀘어,20221109.0,"17,800","16,020",건강/취미
사람을 얻는 지혜 (국내 최초 스페인어 완역본),9791139708967.0,"발타자르 그라시안 지음, 김유경 옮김",현대지성,20221028.0,"12,000","10,800",자기계발
키득키득 사운드북 : 동물 오케스트라,8809264181478.0,"샘 태플린 지음, 가레스 루카스 그림, 앤서니 마크스 음악",어스본코리아,20200225.0,"15,800","12,640",유아
생기부 필독서 100,9791166571985.0,주경아 외 지음,센시오,20250512.0,"22,000","19,800",청소년
몰입 합본판 (100쇄 기념 합본 에디션),9788925556284.0,황농문 지음,알에이치코리아(RHK),20200729.0,"40,000","36,000",자기계발
위기의 역사,9791169850360.0,"오건영 지음, 안병현 그림",페이지2(page2),20230719.0,"28,000","25,200",경제경영
끝내주는 인생,9791198278227.0,"이슬아 지음, 이훤 사진",디플롯,20230703.0,"17,800","16,020",에세이
설민석의 한국사 대모험 25,9791193031025.0,"설민석.스토리박스 지음, 정현희 그림, 강석화 감수",단꿈아이,20230529.0,"13,000","11,700",어린이
에그박사 10,9791168415539.0,"에그박사 지음, 홍종현 그림, 박송이 글, 주세종 감수",미래엔아이세움,20230629.0,"14,500","13,050",어린이
이적의 단어들,9788934978831.0,이적 지음,김영사,20230525.0,"14,800","13,320",에세이
책으로 가는 문,9788988964637.0,"미야자키 하야오 지음, 서혜영 옮김",다우출판사,20231012.0,"16,800","15,120",에세이
파견자들,9791191587524.0,김초엽 지음,퍼블리온,20231013.0,"19,000","17,100",소설/시/희곡
작가는 어떻게 읽는가,9791167740892.0,"조지 손더스 지음, 정영목 옮김",어크로스,20230208.0,"26,000","23,400",인문학
에그박사 9,9791168415157.0,"에그박사 지음, 홍종현 그림, 박송이 글, 이승현 감수",미래엔아이세움,20230328.0,"14,500","13,050",어린이
이지성의 1만 킬로미터,9791191360721.0,이지성 지음,차이정원,20230420.0,"18,000","16,200",에세이
조선 미술관,9788968334177.0,탁현규 지음,블랙피쉬,20230222.0,"16,800","15,120",예술/대중문화
흔한남매의 흔한 호기심 8,9791168414822.0,"안치현 지음, 유난희 그림, 이정모 외 감수, 흔한남매 원작",미래엔아이세움,20230119.0,"14,000","12,600",어린이
최선을 다하면 죽는다,9788954693509.0,황선우.김혼비 지음,문학동네,20230607.0,"15,000","13,500",에세이
쿼런틴,9791190090780.0,"그렉 이건 지음, 김상훈 옮김",허블,20221221.0,"17,500","15,750",소설/시/희곡
시간이 있었으면 좋겠다,9791198068408.0,김신지 지음,잠비,20230120.0,"16,800","15,120",에세이
천하제일 치킨쇼,9788949121994.0,"이희정 지음, 김무연 그림",비룡소,20230106.0,"14,000","12,600",어린이
봇치·더·록! 5,9791172886820.0,하마지 아키 지음,대원씨아이(만화),20230510.0,"9,000","8,100",만화
이상한 과자 가게 전천당 18,9791164065530.0,"히로시마 레이코 지음, 쟈쟈 그림, 김정화 옮김",길벗스쿨,20230724.0,"13,000","11,700",어린이
주식투자 최적의 타이밍을 잡는 법,9791191228366.0,"스탠 와인스타인 지음, 우승택 옮김",플로우,20201207.0,"22,000","19,800",경제경영
2025 수제비 정보처리기사 실기 기본서,9791198881045.0,윤영빈 외 지음,수제비,20250210.0,"40,000","36,000",컴퓨터/모바일
천문학자는 별을 보지 않는다,9788954677257.0,심채경 지음,문학동네,20210222.0,"15,000","13,500",에세이
하나님의 열심,9791187506072.0,박영선 지음,무근검(남포교회출판부),20171229.0,"20,000","18,000",종교/역학
해커스 토익 스타트 LC Listening (리스닝) 입문서,9788965423386.0,David Cho 지음,해커스어학연구소(Hackers),20240902.0,"14,900","13,410",외국어
경제기사 궁금증 300문 300답,9791191183337.0,곽해선 지음,혜다,20241220.0,"26,000","23,400",경제경영
아주 위험한 과학책,9791169257176.0,"랜들 먼로 지음, 이강환 옮김",시공사,20230427.0,"23,000","20,700",과학
흔한남매 12,9791168414471.0,"흔한남매 지음, 유난희 그림, 백난도 글, 흔한컴퍼니 감수",미래엔아이세움,20221130.0,"14,500","13,050",어린이
이걸 내 마음이라고 하자,9788954693370.0,황인찬 지음,문학동네,20230615.0,"12,000","10,800",소설/시/희곡
한국형 가치투자,9791189318413.0,최준철.김민국 지음,이콘,20230315.0,"18,000","16,200",경제경영
나 없이는 존재하지 않는 세상,9791165348472.0,"카를로 로벨리 지음, 김정훈 옮김, 이중원 감수",쌤앤파커스,20231201.0,"18,000","16,200",과학
헤어질 결심 각본,9788932474755.0,박찬욱.정서경 지음,을유문화사,20220805.0,"15,000","13,500",예술/대중문화
이어령의 마지막 수업,9791170400523.0,"김지수 지음, 이어령",열림원,20211027.0,"16,500","14,850",인문학
가불 선진국,9791157062560.0,조국 지음,메디치미디어,20220325.0,"16,000","14,400",사회과학
2022 제13회 젊은작가상 수상작품집,9788954685887.0,임솔아 외 지음,문학동네,20220408.0,"14,000","12,600",소설/시/희곡
세상의 마지막 기차역,9791191043754.0,"무라세 다케시 지음, 김지연 옮김",모모,20220511.0,"14,000","12,600",소설/시/희곡
거의 모든 행동 표현의 영어,9788960499379.0,서영조 지음,사람in,20220310.0,"20,000","18,000",외국어
웰씽킹 WEALTHINKING (양장),9791130677774.0,켈리 최 지음,다산북스,20211110.0,"18,000","16,200",자기계발
최재천의 공부,9788934943457.0,최재천.안희경 지음,김영사,20220518.0,"16,500","14,850",인문학
"어서 오세요, 휴남동 서점입니다",9791197377143.0,황보름 지음,클레이하우스,20220117.0,"15,000","13,500",소설/시/희곡
윤석열 X파일,9791197747618.0,열린공감TV 취재팀 지음,열린공감TV,20220204.0,"16,000","14,400",사회과학
흔한남매 10,9791168411685.0,"흔한남매 지음, 유난희 그림, 백난도 글, 흔한컴퍼니 감수",미래엔아이세움,20220428.0,"13,500","12,150",어린이
고양이 해결사 깜냥 4,9788936448134.0,"홍민정 지음, 김재희 그림",창비,20220121.0,"12,000","10,800",어린이
그 해 우리는 1,9788934952312.0,이나은 지음,김영사,20220216.0,"18,500","16,650",예술/대중문화
그 해 우리는 2,9788934952329.0,이나은 지음,김영사,20220216.0,"18,500","16,650",예술/대중문화
그리움은 아무에게나 생기지 않습니다,9791196661984.0,박근혜 지음,가로세로연구소,20211230.0,"15,000","13,500",사회과학
기분을 관리하면 인생이 관리된다,9791196617127.0,김다슬 지음,클라우디아,20220412.0,"17,600","15,840",에세이
나의 아저씨 1~2 세트 - 전2권,9788933871751.0,박해영 지음,세계사,20220315.0,"55,000","49,500",예술/대중문화
유럽 도시 기행 2,9788965137702.0,유시민 지음,생각의길,20220709.0,"17,500","15,750",인문학
연이와 버들 도령,9791198610669.0,백희나 지음,Storybowl(스토리보울),20240808.0,"18,000","16,200",유아
오은영의 화해 (리커버),9788997396870.0,오은영 지음,코리아닷컴(Korea.com),20190110.0,"16,000","14,400",자기계발
흔한남매 11,9791168412477.0,"흔한남매 지음, 유난희 그림, 백난도 글, 흔한컴퍼니 감수",미래엔아이세움,20220728.0,"14,500","13,050",어린이
사피엔스 (무선본),9788934972464.0,"유발 하라리 지음, 조현욱 옮김, 이태수 감수",김영사,20151123.0,"22,000","19,800",인문학
이상한 과자 가게 전천당 13,9791164064281.0,"히로시마 레이코 지음, 쟈쟈 그림, 김정화 옮김",길벗스쿨,20220124.0,"12,000","10,800",어린이
